,Cluster_0,Cluster_1,Cluster_2,Cluster_3
1552754_a_at,4.908817996540889,1.0034224999999997,2.8053027777777775,4.918024020619228
1552453_a_at,4.906890596000009,1.0732025,1.7826305555555555,4.906890596000023
1556170_at,4.907569281572336,1.56737,2.57261111111111,4.908728755215256
1554536_at,4.911171630100638,1.9021000000000001,1.5992777777777774,4.906890596000023
1553333_at,4.906890596000009,1.5442924999999998,1.9499416666666667,4.908306245268235
1554722_at,4.906890596000009,1.2548424999999996,1.6582194444444442,4.906890596000023
1556990_at,4.910220184201267,0.84508,2.5894805555555553,4.912128088870884
1559670_at,4.908315177943405,1.0064475,2.2918000000000003,4.906890596000023
1556967_at,4.906890596000009,2.2710475,1.3662249999999996,4.925620008158963
1557548_at,4.906890596000009,1.0193699999999999,2.426158333333334,4.908294023493401
1557606_at,4.906890596000009,1.2671499999999998,1.59715,4.907316865251679
1556334_s_at,4.906890596000009,1.185165,1.7787916666666659,4.906890596000023
1557531_a_at,4.906890596000009,1.4540349999999997,1.8442027777777779,4.908543250847705
1556541_s_at,4.906890596000009,1.2658074999999998,1.9904666666666668,4.907725339890751
1556490_a_at,4.906890596000009,0.9908825000000002,2.094408333333333,4.9091130707450565
1557456_a_at,4.906890596000009,1.1178675000000002,1.87315,4.906890596000023
1553605_a_at,4.948856179742145,3.2805425,3.0591333333333335,5.070108264562934
1557014_a_at,4.946799262918249,2.6970850000000004,2.333791666666667,5.013932648897373
1555345_at,4.909247876842776,1.5495300000000003,1.5936055555555562,4.906890596000023
1556038_at,4.906890596000009,1.2830625000000002,1.6032638888888886,4.906890596000023
1558621_at,4.936700893566047,2.6395524999999997,2.8816138888888876,5.369600528390748
1559651_at,4.906890596000009,1.2698274999999997,1.904544444444445,4.909732295460288
1556099_at,4.913304956861644,0.8165950000000001,3.0856777777777777,4.926142258625851
1554530_at,4.906890596000009,1.2218824999999998,1.6862166666666665,4.907144857917242
1554923_at,4.908544900433972,1.0173124999999998,2.0517944444444445,4.906890596000023
1554643_at,4.906890596000009,1.1446075,2.0802000000000005,4.906890596000023
1558672_at,4.906890596000009,1.298855,2.055069444444444,4.906890596000023
1552826_at,4.906890596000009,1.9783874999999995,1.4332388888888883,4.906890596000023
1556263_s_at,4.908645161716991,1.3954075000000001,1.9986638888888892,4.908676867089428
1554996_at,4.906890596000009,1.5164525000000002,1.6331583333333333,4.906890596000023
1557176_a_at,4.906890596000009,1.7036199999999997,1.3421305555555558,4.906890596000023
1557068_at,4.906890596000009,1.1033724999999999,2.2885805555555563,4.907530483665586
1558489_at,4.906890596000009,1.7429699999999997,1.6545194444444444,4.918019849665585
1552501_a_at,6.781386894779876,5.430652500000001,5.075705555555555,5.047507224182138
1557740_a_at,4.906890596000009,1.5608875000000004,1.7001222222222223,4.906890596000023
1553213_a_at,4.906890596000009,1.1121525,1.9278722222222224,4.906890596000023
1552904_at,4.906890596000009,1.6921575,2.1150694444444444,4.906890596000023
1557709_at,4.906890596000009,1.3507075000000004,1.6220666666666668,4.906890596000023
1554034_a_at,4.906890596000009,1.3226324999999999,2.028688888888889,4.906890596000023
1556133_s_at,4.906890596000009,1.0711974999999998,2.483833333333333,4.906890596000023
1554974_at,5.5391370091824,3.9596074999999993,5.149024999999999,5.5756603482649165
1554941_at,4.970623551930827,1.1872599999999998,3.2981166666666666,4.965631596702009
1553199_at,4.906890596000009,0.9473374999999995,2.5109222222222223,4.906890596000023
1555162_at,4.906890596000009,1.5191299999999999,1.5262472222222219,4.906890596000023
1554700_at,4.9073907239182475,0.9870250000000003,3.2113027777777785,4.906969558721878
1552731_at,4.906890596000009,1.4755000000000007,1.6373416666666667,4.906890596000023
1552538_a_at,4.909968764283028,0.9508325000000001,2.4594305555555556,4.908095686463599
1555717_at,4.906890596000009,1.8439775,1.7380194444444443,4.906890596000023
1559434_at,4.906890596000009,1.6690199999999997,1.9861750000000002,4.906890596000023
1556834_at,4.906890596000009,1.5754325000000002,2.228536111111111,4.911181718172209
1555220_a_at,4.906890596000009,1.4363000000000001,1.7324361111111113,4.9070779586755195
1554773_at,4.906890596000009,1.2341250000000001,1.7617166666666664,4.906890596000023
1553403_at,4.909106834308185,1.1534575,2.0301611111111106,4.906890596000023
1553915_at,4.9084988108993794,2.40588,1.9299527777777772,4.915208139956977
1555035_a_at,4.906890596000009,1.1700350000000004,1.9790388888888886,4.906890596000023
1552721_a_at,4.907070276201267,1.4545250000000003,2.1060527777777778,4.907272970890752
1559597_at,5.981313012823903,6.538097500000001,6.936616666666665,7.208978750831122
1553133_at,7.392666180238991,6.376815,5.820522222222222,5.640020266791399
1555253_at,4.906890596000009,1.5421774999999998,2.105822222222222,4.906890596000023
1555355_a_at,6.197469612584906,6.581502500000001,6.348252777777777,6.270554627841066
